Date,Item,Quantity_Sold(In Kg),Price/Kg(INR),Is_Event,Is_Weekend,Weather
2025-11-05,Banana,32.0,39.0,No,No,Sunny
2025-11-06,Mango,13.0,104.0,No,No,Cloudy
2025-11-06,Orange,18.0,61.0,No,No,Cloudy
2025-11-06,Banana,29.0,38.0,No,No,Cloudy
2025-11-06,Apple,21.0,133.0,No,No,Cloudy
2025-11-06,Grapes,12.0,81.0,No,No,Cloudy
2025-11-07,Apple,22.0,139.0,No,No,Sunny
2025-11-07,Mango,17.0,97.0,No,No,Sunny
2025-11-07,Grapes,17.0,81.0,No,No,Sunny
2025-11-07,Orange,26.0,58.0,No,No,Sunny
2025-11-07,Banana,61.0,40.0,No,No,Sunny
2025-11-08,Orange,28.0,58.0,No,Yes,Sunny
2025-11-08,Banana,37.0,39.0,No,Yes,Sunny
2025-11-08,Apple,22.0,141.0,No,Yes,Sunny
2025-11-08,Grapes,21.0,77.0,No,Yes,Sunny
2025-11-08,Mango,16.0,98.0,No,Yes,Sunny
2025-11-09,Mango,17.0,,No,Yes,Cloudy
2025-11-09,Apple,23.0,139.0,No,Yes,Cloudy
2025-11-09,Banana,34.0,41.0,No,Yes,Cloudy
2025-11-09,Orange,29.0,62.0,No,Yes,Cloudy
2025-11-09,Grapes,43.0,77.0,No,Yes,Cloudy
2025-11-10,Mango,14.0,100.0,No,No,Cloudy
2025-11-10,Apple,22.0,139.0,No,No,Cloudy
2025-11-10,Banana,31.0,38.0,No,No,Cloudy
2025-11-10,Orange,22.0,59.0,No,No,Cloudy
2025-11-10,Grapes,15.0,77.0,No,No,Cloudy
2025-11-11,Grapes,11.0,80.0,No,No,Sunny
2025-11-11,Apple,19.0,144.0,No,No,Sunny
2025-11-11,Mango,33.0,97.0,No,No,Sunny
2025-11-11,Grapes,11.0,80.0,No,No,Sunny
2025-11-11,Orange,24.0,57.0,No,No,Sunny
2025-11-11,Banana,57.0,,No,No,Sunny
2025-11-12,Orange,23.0,62.0,No,No,
2025-11-12,Banana,29.0,39.0,No,No,Cloudy
2025-11-12,Apple,21.0,133.0,No,No,Cloudy
2025-11-12,Grapes,,77.0,No,No,Cloudy
2025-11-12,Mango,14.0,102.0,No,No,Cloudy
2025-11-13,Orange,49.0,74.0,Yes,No,Sunny
2025-11-13,Mango,29.0,126.0,Yes,No,Sunny
2025-11-13,Grapes,36.0,100.0,Yes,No,
2025-11-13,Banana,56.0,48.0,Yes,No,Sunny
2025-11-13,Apple,42.0,168.0,Yes,No,Sunny
2025-11-14,Orange,27.0,62.0,No,No,Sunny
2025-11-14,Banana,36.0,40.0,No,No,Sunny
2025-11-14,Apple,22.0,134.0,No,No,Sunny
2025-11-14,Mango,19.0,103.0,No,No,Sunny
2025-11-14,Mango,19.0,103.0,No,No,Sunny
2025-11-14,Grapes,36.0,81.0,No,No,Sunny
2025-11-15,Banana,35.0,39.0,No,Yes,Sunny
2025-11-15,Apple,6.0,145.0,No,Yes,Sunny
2025-11-15,Orange,34.0,,No,Yes,Sunny
2025-11-15,Grapes,21.0,76.0,No,Yes,Sunny
2025-11-15,Mango,15.0,95.0,No,Yes,Sunny
2025-11-16,Grapes,48.0,81.0,No,Yes,Cloudy
2025-11-16,Apple,20.0,136.0,No,Yes,Cloudy
2025-11-16,Banana,29.0,41.0,No,Yes,Cloudy
2025-11-16,Orange,25.0,61.0,No,Yes,Cloudy
2025-11-16,Mango,16.0,102.0,No,Yes,Cloudy
2025-11-17,Orange,51.0,76.0,Yes,No,Sunny
2025-11-17,Grapes,32.0,102.0,Yes,No,Sunny
2025-11-17,Banana,63.0,48.0,Yes,No,Sunny
2025-11-17,Mango,30.0,127.0,Yes,No,Sunny
2025-11-17,Apple,42.0,181.0,Yes,No,Sunny
2025-11-18,Mango,14.0,100.0,No,No,Sunny
2025-11-18,Grapes,14.0,79.0,No,No,Sunny
2025-11-18,Orange,32.0,61.0,No,No,Sunny
2025-11-18,Apple,25.0,138.0,No,No,Sunny
2025-11-18,Grapes,14.0,79.0,No,No,Sunny
2025-11-18,Banana,26.0,41.0,No,No,Sunny
2025-11-19,Apple,12.0,135.0,No,No,Rain
2025-11-19,Mango,5.0,97.0,No,No,Rain
2025-11-19,Grapes,15.0,77.0,No,No,Rain
2025-11-19,Orange,11.0,57.0,No,No,Rain
2025-11-19,Banana,16.0,40.0,No,No,Rain
2025-11-20,Mango,15.0,97.0,No,No,Sunny
2025-11-20,Grapes,20.0,77.0,No,No,Sunny
2025-11-20,Orange,26.0,60.0,Maybe,No,Sunny
2025-11-20,Banana,24.0,39.0,No,No,Sunny
2025-11-20,Apple,24.0,145.0,No,No,Sunny
2025-11-21,Grapes,15.0,78.0,No,No,
2025-11-21,Banana,32.0,41.0,No,No,Sunny
2025-11-21,Orange,26.0,59.0,No,No,Sunny
2025-11-21,Mango,11.0,103.0,No,No,Sunny
2025-11-21,Apple,19.0,137.0,No,No,Sunny
2025-11-22,Mango,21.0,103.0,No,Yes,Sunny
2025-11-22,Grapes,21.0,82.0,No,Yes,Sunny
2025-11-22,Orange,6.0,59.0,No,Yes,Sunny
2025-11-22,Banana,37.0,38.0,No,Yes,Sunny
2025-11-22,Apple,21.0,142.0,No,Yes,Sunny
2025-11-23,Grapes,20.0,78.0,No,Yes,Sunny
2025-11-23,Orange,31.0,62.0,No,Yes,Sunny
2025-11-23,Banana,34.0,40.0,No,Yes,
2025-11-23,Apple,22.0,134.0,No,Yes,Sunny
2025-11-23,Mango,20.0,100.0,No,Yes,Sunny
2025-11-24,Banana,28.0,39.0,No,No,Sunny
2025-11-24,Apple,999.0,140.0,No,No,Sunny
2025-11-24,Orange,27.0,57.0,No,No,Sunny
2025-11-24,Grapes,16.0,78.0,No,No,Sunny
2025-11-24,Mango,17.0,101.0,No,No,Sunny
2025-11-25,Apple,,134.0,No,No,Rain
2025-11-25,Banana,17.0,41.0,No,No,Rain
2025-11-25,Orange,12.0,,No,No,Rain
2025-11-25,Grapes,8.0,83.0,No,No,Rain
2025-11-25,Mango,13.0,101.0,No,No,Rain
2025-11-26,Grapes,14.0,77.0,No,No,Cloudy
2025-11-26,Mango,19.0,101.0,No,No,Cloudy
2025-11-26,Banana,30.0,38.0,No,No,Cloudy
2025-11-26,Apple,19.0,,No,No,Storm
2025-11-26,Orange,26.0,61.0,No,No,Cloudy
2025-11-27,Orange,57.0,,Yes,No,Sunny
2025-11-27,Apple,41.0,177.0,Yes,No,Storm
2025-11-27,Banana,63.0,51.0,Yes,No,Sunny
2025-11-27,Grapes,39.0,103.0,Yes,No,Sunny
2025-11-27,Mango,35.0,124.0,Yes,No,Sunny
2025-11-28,Grapes,14.0,80.0,No,No,Cloudy
2025-11-28,Apple,16.0,143.0,No,No,Cloudy
2025-11-28,Banana,33.0,41.0,No,No,Cloudy
2025-11-28,Orange,24.0,57.0,No,No,Cloudy
2025-11-28,Mango,25.0,101.0,No,No,Cloudy
2025-11-29,Grapes,23.0,,No,Yes,Sunny
2025-11-29,Apple,21.0,139.0,No,Yes,Sunny
2025-11-29,Banana,30.0,38.0,No,Yes,Sunny
2025-11-29,Orange,33.0,57.0,No,Yes,Sunny
2025-11-29,Mango,20.0,99.0,No,Yes,Sunny
2025-11-30,Mango,19.0,102.0,No,Yes,Sunny
2025-11-30,Grapes,48.0,,No,Yes,Sunny
2025-11-30,Orange,24.0,59.0,No,Yes,Sunny
2025-11-30,Banana,31.0,38.0,No,Yes,Sunny
2025-11-30,Apple,22.0,139.0,No,Yes,Sunny
