date,item,quantity_sold,price,is_event_raw,is_weekend_raw,weather_raw,is_event,day_of_week,is_weekend,weather,month,season
2025-10-07,Orange,24,57,No,No,Sunny,0,1,0,Sunny,10,Transition
2025-10-08,Apple,19,137,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-08,Banana,36,38,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-08,Grapes,18,79,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-08,Mango,15,99,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-08,Orange,25,59,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-09,Apple,23,141,No,No,Sunny,0,3,0,Sunny,10,Transition
2025-10-09,Banana,28,38,No,No,Sunny,0,3,0,Sunny,10,Transition
2025-10-09,Grapes,16,77,No,No,Sunny,0,3,0,Sunny,10,Transition
2025-10-09,Mango,15,104,No,No,Sunny,0,3,0,Sunny,10,Transition
2025-10-09,Orange,27,62,No,No,Storm,0,3,0,Sunny,10,Transition
2025-10-10,Apple,21,141,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-10,Banana,31,38,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-10,Grapes,17,76,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-10,Mango,13,99,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-10,Orange,50,62,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-11,Apple,22,139,No,Yes,Cloudy,0,5,1,Cloudy,10,Transition
2025-10-11,Banana,26,40,No,Yes,Cloudy,0,5,1,Cloudy,10,Transition
2025-10-11,Grapes,20,77,Maybe,Yes,Cloudy,0,5,1,Cloudy,10,Transition
2025-10-11,Mango,15,104,No,Yes,Cloudy,0,5,1,Cloudy,10,Transition
2025-10-11,Orange,23,60,No,Yes,Cloudy,0,5,1,Cloudy,10,Transition
2025-10-12,Apple,0,136,No,Yes,Sunny,0,6,1,Sunny,10,Transition
2025-10-12,Banana,39,38,No,Yes,Sunny,0,6,1,Sunny,10,Transition
2025-10-12,Grapes,24,76,No,Yes,Sunny,0,6,1,Sunny,10,Transition
2025-10-12,Mango,19,97,No,Yes,Sunny,0,6,1,Sunny,10,Transition
2025-10-12,Orange,31,57,No,Yes,Sunny,0,6,1,Sunny,10,Transition
2025-10-13,Apple,38,169,Yes,No,Sunny,1,0,0,Sunny,10,Transition
2025-10-13,Banana,64,51,Yes,No,,1,0,0,Sunny,10,Transition
2025-10-13,Mango,28,128,Yes,No,Sunny,1,0,0,Sunny,10,Transition
2025-10-13,Orange,49,73,Yes,No,Sunny,1,0,0,Sunny,10,Transition
2025-10-14,Apple,16,138,No,No,Cloudy,0,1,0,Cloudy,10,Transition
2025-10-14,Banana,31,39,No,No,Cloudy,0,1,0,Cloudy,10,Transition
2025-10-14,Grapes,14,79,No,No,Cloudy,0,1,0,Cloudy,10,Transition
2025-10-14,Mango,13,103,No,No,Cloudy,0,1,0,Cloudy,10,Transition
2025-10-14,Orange,25,62,No,No,Cloudy,0,1,0,Cloudy,10,Transition
2025-10-15,Apple,24,138,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-15,Banana,33,40,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-15,Grapes,32,80,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-15,Mango,14,104,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-15,Orange,22,59,Maybe,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-16,Apple,39,169,Yes,No,Cloudy,1,3,0,Cloudy,10,Transition
2025-10-16,Banana,63,51,Yes,No,Cloudy,1,3,0,Cloudy,10,Transition
2025-10-16,Grapes,35,98,Yes,No,Cloudy,1,3,0,Cloudy,10,Transition
2025-10-16,Mango,25,125,Yes,No,Cloudy,1,3,0,Cloudy,10,Transition
2025-10-16,Orange,48,76,Yes,No,Cloudy,1,3,0,Cloudy,10,Transition
2025-10-17,Apple,23,144,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-17,Banana,32,41,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-17,Grapes,14,76,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-17,Orange,26,58,No,No,,0,4,0,Sunny,10,Transition
2025-10-18,Apple,23,144,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-18,Banana,37,40,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-18,Grapes,16,80,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-18,Mango,18,95,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-18,Orange,23,60,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-19,Apple,20,141,No,Yes,Sunny,0,6,1,Sunny,10,Transition
2025-10-19,Banana,30,38,No,Yes,Sunny,0,6,1,Sunny,10,Transition
2025-10-19,Grapes,22,81,No,Yes,,0,6,1,Sunny,10,Transition
2025-10-19,Mango,12,99,No,Yes,Sunny,0,6,1,Sunny,10,Transition
2025-10-19,Orange,26,59,No,Yes,Sunny,0,6,1,Sunny,10,Transition
2025-10-20,Apple,18,146,No,No,Sunny,0,0,0,Sunny,10,Transition
2025-10-20,Banana,32,38,No,No,Sunny,0,0,0,Sunny,10,Transition
2025-10-20,Grapes,19,79,No,No,Sunny,0,0,0,Sunny,10,Transition
2025-10-20,Mango,34,100,No,No,Sunny,0,0,0,Sunny,10,Transition
2025-10-20,Orange,24,58,No,No,Sunny,0,0,0,Sunny,10,Transition
2025-10-21,Apple,18,134,No,No,Sunny,0,1,0,Sunny,10,Transition
2025-10-21,Banana,37,40,No,No,Sunny,0,1,0,Sunny,10,Transition
2025-10-21,Grapes,20,77,No,No,Sunny,0,1,0,Sunny,10,Transition
2025-10-21,Mango,17,101,No,No,Sunny,0,1,0,Sunny,10,Transition
2025-10-21,Orange,26,59,No,No,,0,1,0,Sunny,10,Transition
2025-10-22,Banana,30,41,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-22,Grapes,20,77,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-22,Mango,16,100,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-22,Orange,26,57,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-23,Apple,21,142,No,No,Cloudy,0,3,0,Cloudy,10,Transition
2025-10-23,Banana,28,40,No,No,Cloudy,0,3,0,Cloudy,10,Transition
2025-10-23,Grapes,20,77,No,No,Cloudy,0,3,0,Cloudy,10,Transition
2025-10-23,Mango,15,95,No,No,Cloudy,0,3,0,Cloudy,10,Transition
2025-10-23,Orange,26,59,No,No,,0,3,0,Sunny,10,Transition
2025-10-24,Apple,41,172,Yes,No,Sunny,1,4,0,Sunny,10,Transition
2025-10-24,Banana,32,51,Yes,No,Sunny,1,4,0,Sunny,10,Transition
2025-10-24,Grapes,36,96,Yes,No,Sunny,1,4,0,Sunny,10,Transition
2025-10-24,Mango,30,125,Yes,No,Sunny,1,4,0,Sunny,10,Transition
2025-10-24,Orange,55,77,Yes,No,Sunny,1,4,0,Sunny,10,Transition
2025-10-25,Apple,45,142,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-25,Banana,33,39,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-25,Grapes,18,78,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-25,Mango,16,101,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-25,Orange,29,58,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-26,Apple,22,141,No,Yes,Cloudy,0,6,1,Cloudy,10,Transition
2025-10-26,Banana,36,41,No,Yes,Cloudy,0,6,1,Cloudy,10,Transition
2025-10-26,Grapes,24,78,No,Yes,Cloudy,0,6,1,Cloudy,10,Transition
2025-10-26,Mango,15,101,No,Yes,Cloudy,0,6,1,Cloudy,10,Transition
2025-10-26,Orange,25,61,No,Yes,Cloudy,0,6,1,Cloudy,10,Transition
2025-10-27,Apple,25,143,No,No,Sunny,0,0,0,Sunny,10,Transition
2025-10-27,Banana,30,38,No,No,Sunny,0,0,0,Sunny,10,Transition
2025-10-27,Grapes,13,78,No,No,Sunny,0,0,0,Sunny,10,Transition
2025-10-27,Mango,12,101,No,No,Sunny,0,0,0,Sunny,10,Transition
2025-10-27,Orange,50,58,No,No,Sunny,0,0,0,Sunny,10,Transition
2025-10-28,Apple,44,181,Yes,No,Sunny,1,1,0,Sunny,10,Transition
2025-10-28,Banana,62,51,Yes,No,Sunny,1,1,0,Sunny,10,Transition
2025-10-28,Grapes,38,103,Yes,No,Sunny,1,1,0,Sunny,10,Transition
2025-10-28,Orange,49,74,Yes,No,Sunny,1,1,0,Sunny,10,Transition
2025-10-29,Apple,43,175,Yes,No,Sunny,1,2,0,Sunny,10,Transition
2025-10-29,Banana,61,48,Yes,No,Sunny,1,2,0,Sunny,10,Transition
2025-10-29,Grapes,36,102,Yes,No,Sunny,1,2,0,Sunny,10,Transition
2025-10-29,Mango,30,129,Yes,No,Sunny,1,2,0,Sunny,10,Transition
2025-10-29,Orange,50,73,Yes,No,Sunny,1,2,0,Sunny,10,Transition
2025-10-30,Apple,24,145,No,No,Cloudy,0,3,0,Cloudy,10,Transition
2025-10-30,Banana,1,40,No,No,Cloudy,0,3,0,Cloudy,10,Transition
2025-10-30,Grapes,19,77,No,No,Cloudy,0,3,0,Cloudy,10,Transition
2025-10-30,Mango,19,100,No,No,Cloudy,0,3,0,Cloudy,10,Transition
2025-10-30,Orange,23,57,No,No,Cloudy,0,3,0,Cloudy,10,Transition
2025-10-31,Apple,26,145,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-31,Banana,33,39,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-31,Grapes,13,76,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-31,Mango,11,97,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-31,Orange,29,60,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-11-01,Apple,20,139,No,Yes,Cloudy,0,5,1,Cloudy,11,Winter
2025-11-01,Banana,33,41,No,Yes,,0,5,1,Sunny,11,Winter
2025-11-01,Grapes,18,82,No,Yes,Cloudy,0,5,1,Cloudy,11,Winter
2025-11-01,Mango,18,98,No,Yes,Storm,0,5,1,Sunny,11,Winter
2025-11-01,Orange,35,59,No,Yes,Cloudy,0,5,1,Cloudy,11,Winter
2025-11-02,Apple,28,145,No,Yes,Sunny,0,6,1,Sunny,11,Winter
2025-11-02,Banana,37,41,No,Yes,Sunny,0,6,1,Sunny,11,Winter
2025-11-02,Grapes,22,81,No,Yes,Sunny,0,6,1,Sunny,11,Winter
2025-11-02,Mango,16,101,No,Yes,Sunny,0,6,1,Sunny,11,Winter
2025-11-02,Orange,30,62,No,Yes,Sunny,0,6,1,Sunny,11,Winter
2025-11-03,Apple,21,178,Yes,No,Sunny,1,0,0,Sunny,11,Winter
2025-11-03,Banana,63,49,Yes,No,Sunny,1,0,0,Sunny,11,Winter
2025-11-03,Grapes,36,102,Yes,No,Sunny,1,0,0,Sunny,11,Winter
2025-11-03,Mango,32,125,Yes,No,Sunny,1,0,0,Sunny,11,Winter
2025-11-03,Orange,53,76,Yes,No,Sunny,1,0,0,Sunny,11,Winter
2025-11-04,Apple,21,136,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-04,Banana,35,40,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-04,Grapes,20,82,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-04,Mango,15,98,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-04,Orange,26,57,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-05,Apple,19,146,No,No,Sunny,0,2,0,Sunny,11,Winter
2025-11-05,Banana,32,39,No,No,Sunny,0,2,0,Sunny,11,Winter
2025-11-05,Grapes,16,78,No,No,Sunny,0,2,0,Sunny,11,Winter
2025-11-05,Mango,14,101,No,No,Sunny,0,2,0,Sunny,11,Winter
2025-11-06,Apple,21,133,No,No,Cloudy,0,3,0,Cloudy,11,Winter
2025-11-06,Banana,29,38,No,No,Cloudy,0,3,0,Cloudy,11,Winter
2025-11-06,Grapes,12,81,No,No,Cloudy,0,3,0,Cloudy,11,Winter
2025-11-06,Mango,13,104,No,No,Cloudy,0,3,0,Cloudy,11,Winter
2025-11-06,Orange,18,61,No,No,Cloudy,0,3,0,Cloudy,11,Winter
2025-11-07,Apple,22,139,No,No,Sunny,0,4,0,Sunny,11,Winter
2025-11-07,Banana,61,40,No,No,Sunny,0,4,0,Sunny,11,Winter
2025-11-07,Grapes,17,81,No,No,Sunny,0,4,0,Sunny,11,Winter
2025-11-07,Mango,17,97,No,No,Sunny,0,4,0,Sunny,11,Winter
2025-11-07,Orange,26,58,No,No,Sunny,0,4,0,Sunny,11,Winter
2025-11-08,Apple,22,141,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-08,Banana,37,39,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-08,Grapes,21,77,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-08,Mango,16,98,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-08,Orange,28,58,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-09,Apple,23,139,No,Yes,Cloudy,0,6,1,Cloudy,11,Winter
2025-11-09,Banana,34,41,No,Yes,Cloudy,0,6,1,Cloudy,11,Winter
2025-11-09,Grapes,43,77,No,Yes,Cloudy,0,6,1,Cloudy,11,Winter
2025-11-09,Mango,17,101,No,Yes,Cloudy,0,6,1,Cloudy,11,Winter
2025-11-09,Orange,29,62,No,Yes,Cloudy,0,6,1,Cloudy,11,Winter
2025-11-10,Apple,22,139,No,No,Cloudy,0,0,0,Cloudy,11,Winter
2025-11-10,Banana,31,38,No,No,Cloudy,0,0,0,Cloudy,11,Winter
2025-11-10,Grapes,15,77,No,No,Cloudy,0,0,0,Cloudy,11,Winter
2025-11-10,Mango,14,100,No,No,Cloudy,0,0,0,Cloudy,11,Winter
2025-11-10,Orange,22,59,No,No,Cloudy,0,0,0,Cloudy,11,Winter
2025-11-11,Apple,19,144,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-11,Banana,57,40,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-11,Grapes,11,80,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-11,Mango,33,97,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-11,Orange,24,57,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-12,Apple,21,133,No,No,Cloudy,0,2,0,Cloudy,11,Winter
2025-11-12,Banana,29,39,No,No,Cloudy,0,2,0,Cloudy,11,Winter
2025-11-12,Grapes,20,77,No,No,Cloudy,0,2,0,Cloudy,11,Winter
2025-11-12,Mango,14,102,No,No,Cloudy,0,2,0,Cloudy,11,Winter
2025-11-12,Orange,23,62,No,No,,0,2,0,Sunny,11,Winter
2025-11-13,Apple,42,168,Yes,No,Sunny,1,3,0,Sunny,11,Winter
2025-11-13,Banana,56,48,Yes,No,Sunny,1,3,0,Sunny,11,Winter
2025-11-13,Grapes,36,100,Yes,No,,1,3,0,Sunny,11,Winter
2025-11-13,Mango,29,126,Yes,No,Sunny,1,3,0,Sunny,11,Winter
2025-11-13,Orange,49,74,Yes,No,Sunny,1,3,0,Sunny,11,Winter
2025-11-14,Apple,22,134,No,No,Sunny,0,4,0,Sunny,11,Winter
2025-11-14,Banana,36,40,No,No,Sunny,0,4,0,Sunny,11,Winter
2025-11-14,Grapes,36,81,No,No,Sunny,0,4,0,Sunny,11,Winter
2025-11-14,Mango,19,103,No,No,Sunny,0,4,0,Sunny,11,Winter
2025-11-14,Orange,27,62,No,No,Sunny,0,4,0,Sunny,11,Winter
2025-11-15,Apple,6,145,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-15,Banana,35,39,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-15,Grapes,21,76,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-15,Mango,15,95,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-15,Orange,34,60,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-16,Apple,20,136,No,Yes,Cloudy,0,6,1,Cloudy,11,Winter
2025-11-16,Banana,29,41,No,Yes,Cloudy,0,6,1,Cloudy,11,Winter
2025-11-16,Grapes,48,81,No,Yes,Cloudy,0,6,1,Cloudy,11,Winter
2025-11-16,Mango,16,102,No,Yes,Cloudy,0,6,1,Cloudy,11,Winter
2025-11-16,Orange,25,61,No,Yes,Cloudy,0,6,1,Cloudy,11,Winter
2025-11-17,Apple,42,181,Yes,No,Sunny,1,0,0,Sunny,11,Winter
2025-11-17,Banana,63,48,Yes,No,Sunny,1,0,0,Sunny,11,Winter
2025-11-17,Grapes,32,102,Yes,No,Sunny,1,0,0,Sunny,11,Winter
2025-11-17,Mango,30,127,Yes,No,Sunny,1,0,0,Sunny,11,Winter
2025-11-17,Orange,51,76,Yes,No,Sunny,1,0,0,Sunny,11,Winter
2025-11-18,Apple,25,138,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-18,Banana,26,41,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-18,Grapes,14,79,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-18,Mango,14,100,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-18,Orange,32,61,No,No,Sunny,0,1,0,Sunny,11,Winter
2025-11-19,Apple,12,135,No,No,Rain,0,2,0,Rain,11,Winter
2025-11-19,Banana,16,40,No,No,Rain,0,2,0,Rain,11,Winter
2025-11-19,Grapes,15,77,No,No,Rain,0,2,0,Rain,11,Winter
2025-11-19,Mango,5,97,No,No,Rain,0,2,0,Rain,11,Winter
2025-11-19,Orange,11,57,No,No,Rain,0,2,0,Rain,11,Winter
2025-11-20,Apple,24,145,No,No,Sunny,0,3,0,Sunny,11,Winter
2025-11-20,Banana,24,39,No,No,Sunny,0,3,0,Sunny,11,Winter
2025-11-20,Grapes,20,77,No,No,Sunny,0,3,0,Sunny,11,Winter
2025-11-20,Mango,15,97,No,No,Sunny,0,3,0,Sunny,11,Winter
2025-11-20,Orange,26,60,Maybe,No,Sunny,0,3,0,Sunny,11,Winter
2025-11-21,Apple,19,137,No,No,Sunny,0,4,0,Sunny,11,Winter
2025-11-21,Banana,32,41,No,No,Sunny,0,4,0,Sunny,11,Winter
2025-11-21,Grapes,15,78,No,No,,0,4,0,Sunny,11,Winter
2025-11-21,Mango,11,103,No,No,Sunny,0,4,0,Sunny,11,Winter
2025-11-21,Orange,26,59,No,No,Sunny,0,4,0,Sunny,11,Winter
2025-11-22,Apple,21,142,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-22,Banana,37,38,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-22,Grapes,21,82,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-22,Mango,21,103,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-22,Orange,6,59,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-23,Apple,22,134,No,Yes,Sunny,0,6,1,Sunny,11,Winter
2025-11-23,Banana,34,40,No,Yes,,0,6,1,Sunny,11,Winter
2025-11-23,Grapes,20,78,No,Yes,Sunny,0,6,1,Sunny,11,Winter
2025-11-23,Mango,20,100,No,Yes,Sunny,0,6,1,Sunny,11,Winter
2025-11-23,Orange,31,62,No,Yes,Sunny,0,6,1,Sunny,11,Winter
2025-11-24,Apple,21,140,No,No,Sunny,0,0,0,Sunny,11,Winter
2025-11-24,Banana,28,39,No,No,Sunny,0,0,0,Sunny,11,Winter
2025-11-24,Grapes,16,78,No,No,Sunny,0,0,0,Sunny,11,Winter
2025-11-24,Mango,17,101,No,No,Sunny,0,0,0,Sunny,11,Winter
2025-11-24,Orange,27,57,No,No,Sunny,0,0,0,Sunny,11,Winter
2025-11-25,Apple,21,134,No,No,Rain,0,1,0,Rain,11,Winter
2025-11-25,Banana,17,41,No,No,Rain,0,1,0,Rain,11,Winter
2025-11-25,Grapes,8,83,No,No,Rain,0,1,0,Rain,11,Winter
2025-11-25,Mango,13,101,No,No,Rain,0,1,0,Rain,11,Winter
2025-11-25,Orange,12,60,No,No,Rain,0,1,0,Rain,11,Winter
2025-11-26,Apple,19,141,No,No,Storm,0,2,0,Sunny,11,Winter
2025-11-26,Banana,30,38,No,No,Cloudy,0,2,0,Cloudy,11,Winter
2025-11-26,Grapes,14,77,No,No,Cloudy,0,2,0,Cloudy,11,Winter
2025-11-26,Mango,19,101,No,No,Cloudy,0,2,0,Cloudy,11,Winter
2025-11-26,Orange,26,61,No,No,Cloudy,0,2,0,Cloudy,11,Winter
2025-11-27,Apple,41,177,Yes,No,Storm,1,3,0,Sunny,11,Winter
2025-11-27,Banana,63,51,Yes,No,Sunny,1,3,0,Sunny,11,Winter
2025-11-27,Grapes,39,103,Yes,No,Sunny,1,3,0,Sunny,11,Winter
2025-11-27,Mango,35,124,Yes,No,Sunny,1,3,0,Sunny,11,Winter
2025-11-27,Orange,57,60,Yes,No,Sunny,1,3,0,Sunny,11,Winter
2025-11-28,Apple,16,143,No,No,Cloudy,0,4,0,Cloudy,11,Winter
2025-11-28,Banana,33,41,No,No,Cloudy,0,4,0,Cloudy,11,Winter
2025-11-28,Grapes,14,80,No,No,Cloudy,0,4,0,Cloudy,11,Winter
2025-11-28,Mango,25,101,No,No,Cloudy,0,4,0,Cloudy,11,Winter
2025-11-28,Orange,24,57,No,No,Cloudy,0,4,0,Cloudy,11,Winter
2025-11-29,Apple,21,139,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-29,Banana,30,38,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-29,Grapes,23,78,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-29,Mango,20,99,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-29,Orange,33,57,No,Yes,Sunny,0,5,1,Sunny,11,Winter
2025-11-30,Apple,22,139,No,Yes,Sunny,0,6,1,Sunny,11,Winter
2025-11-30,Banana,31,38,No,Yes,Sunny,0,6,1,Sunny,11,Winter
2025-11-30,Grapes,48,78,No,Yes,Sunny,0,6,1,Sunny,11,Winter
2025-11-30,Mango,19,102,No,Yes,Sunny,0,6,1,Sunny,11,Winter
2025-11-30,Orange,24,59,No,Yes,Sunny,0,6,1,Sunny,11,Winter
